Date of Cartoon,Title,Major Subject
"Thursday, March 15, 1951","""Who Cares How They Get In The First Coupla Times?""",Congress
"Friday, March 16, 1951","""Just The Bath Water! Just The Bath Water!""",Congress
"Sunday, March 18, 1951","""I Too Suffer From Land Hunger, Comrade""",Cold War
"Monday, March 19, 1951","""Mink Is For Peasants""",Truman Administration
"Tuesday, March 20, 1951","""We'll Give You Some More When You Need It""",Congress
"Wednesday, March 21, 1951",[Untitled],New York City
"Thursday, March 22, 1951","""You're Just Trying To Confuse Me. You Know Perfectly Well I Don't Mean What I Say""",Congress
"Friday, March 23, 1951",One More Spring,Cold War
"Sunday, March 25, 1951",White Paper On The Peron Dictatorship,Argentina
"Monday, March 26, 1951",When The Pie Was Opened The Birds Began To Sing,New York City
"Tuesday, March 27, 1951",The Golden Grains,Congress
"Wednesday, March 28, 1951","""Yes, I'm Just Reading About It Here In La Prensa""",Argentina
"Wednesday, March 28, 1951","""Please -- One Guessing Game At A Time!""",Cold War
"Thursday, March 29, 1951","""Oh, Yes -- Too Bad -- Now, My Next Plan Is --""",Korean War
"Friday, March 30, 1951","""File This One With The Others""",Korean War
"Sunday, April 1, 1951","""Much More Clever Than Bread Upon The Waters""",Congress
"Monday, April 2, 1951",Science Is Wonderful,Argentina
"Tuesday, April 3, 1951","""I Want To Offer To Help You""",Spain
"Wednesday, April 4, 1951",Full Field Pack,Cold War
"Thursday, April 5, 1951",Sermon On The Mount,Congress
"Friday, April 6, 1951","What need we fear who knows it, when none can call our power to account? Yet who would have thought the old man to have had so much blood in him? -- Macbeth",Argentina
"Sunday, April 8, 1951","""Do You Have Much Trouble With Him?""",Truman Administration
"Monday, April 9, 1951","""Don't You Know There's A War On?""",Congress
"Tuesday, April 10, 1951","""Can You See It Better From Here?""",Congress
"Wednesday, April 11, 1951",Reveille,Truman Administration
"Thursday, April 12, 1951","""When Do You Think Would Be A Good Time?""",Congress
"Thursday, April 12, 1951",48-Star Commander-In-Chief,Truman Administration
"Friday, April 13, 1951","""Hold Everything Again!""",Congress
"Sunday, April 15, 1951","""Hurrah For The One On This Side!""","MacArthur, Douglas"
"Monday, April 16, 1951","""Wait A Minute, Now -- Let's Not Go Hog Wild!""","MacArthur, Douglas"
"Tuesday, April 17, 1951","""I Don't Think You Quite Got The Idea, Senator""",Korean War
"Wednesday, April 18, 1951","""You Seem To Be The Only One Who Can Settle Our Debates These Days""",Cold War
"Thursday, April 19, 1951","""You Mean They Disagree And Nobody Goes To Jail?""","MacArthur, Douglas"
"Friday, April 20, 1951","""Stop -- Have You Forgotten Anything?""","MacArthur, Douglas"
"Saturday, April 21, 1951",The Tumult And The Shouting Dies; The Captains And The Kings Depart,Truman Administration
"Sunday, April 22, 1951","""Don't Bother Us -- We're Discussing Asia Policy""",Congress
"Monday, April 23, 1951",Jamming At The Source,Cold War
"Tuesday, April 24, 1951","""Onward, Men!""",Great Britain
"Wednesday, April 25, 1951","""Want To Vote Against Isolationism In My Country?""",Truman Administration
"Thursday, April 26, 1951",[Untitled],Cold War
"Friday, April 27, 1951","""Beat It, Bud -- You're Queering My Act""",Truman Administration
"Sunday, April 29, 1951","""Yeah""",Senate
"Monday, April 30, 1951","""I Can't Stand To See You Suffer Like This""",Senate
"Tuesday, May 1, 1951","""Guess You Thought We'd Forgotten You""",Congress
"Wednesday, May 2, 1951","""But It's Such A Sunny Day""",Congress
"Wednesday, May 2, 1951","""Sooooo -- Steady, Now""",Truman Administration
"Thursday, May 3, 1951","""How Good A Security Risk Is This Guy?""",Congress
"Friday, May 4, 1951",[Untitled],World Stability
"Sunday, May 6, 1951",Choice Of Battle Flags,Truman Administration
"Monday, May 7, 1951","""We've Been Using More Of A Roundish One""",Truman Administration
"Tuesday, May 8, 1951","""I Thought We Just Wanted War With The Democrats""",Senate
"Wednesday, May 9, 1951","""Where Did Everybody Go?""",Truman Administration
"Thursday, May 10, 1951","""Peekaboo""",Congress
"Friday, May 11, 1951","""Is It True That Some Of You Put The Interests Of The U.S. Ahead Of Chiang Kai-shek's?""",Senate
"Sunday, May 13, 1951","""Very Modern. It Sort-Of Blends With The Outdoors""",Congress
"Monday, May 14, 1951","""Tell You What I'd Do in Asia --""",Congress
"Tuesday, May 15, 1951","""A Fellow Can't Be Too Careful These Days""",Truman Administration
"Wednesday, May 16, 1951","""Any Leaks?""",Congress
"Thursday, May 17, 1951",[Untitled],Senate
"Friday, May 18, 1951","""Aren't You Grateful For All The Strategy I Supply?""",Korean War
"Saturday, May 19, 1951","""As MacArthur Says, There's No Substitute For Victory""",Republican Party
"Sunday, May 20, 1951","""The Cattle Are Giving All They've Got, Aren't They?""",US Economy
"Monday, May 21, 1951","""I Can Lick Any Man In The House. Carry Me Back In""",Truman Administration
"Tuesday, May 22, 1951","""You Were Saying, General --""",Korean War
"Wednesday, May 23, 1951","""But You Wiped Out Communism -- Remember?""",Spain
"Thursday, May 24, 1951","""Anybody Care To Hear A Civilian?""",Congress
"Friday, May 25, 1951","""Nobody Can Say I'm Not Cooperative""",Truman Administration
"Sunday, May 27, 1951","""Let's Not Underestimate The Danger Of Aggression!""",Congress
"Monday, May 28, 1951","""It's Fine For You, But It Sure Kicks Hell Out Of My Stories That They're Warmongers""",Cold War
"Tuesday, May 29, 1951","""What's The Matter With You Men -- Can't You Read?""",Korean War
"Wednesday, May 30, 1951",[Untitled],US Economy
"Thursday, May 31, 1951","""Atom Bombs Ain't The Only Explosives""",World Economy
"Friday, June 1, 1951","""Well, We Seem To Have Got Unification, Anyhow""",Truman Administration
"Sunday, June 3, 1951","""Bomb That Air Base!""",Korean War
"Monday, June 4, 1951",[Untitled],Truman Administration
"Tuesday, June 5, 1951","""What's Wrong? We're Doing This In Broad Daylight""",Congress
"Wednesday, June 6, 1951","""-- And Vice Versa""",Senate
"Thursday, June 7, 1951",Off To The Price Wars,US Economy
"Friday, June 8, 1951","""In The Ring With Him I Was At Sort-Of A Disadvantage""",Senate
"Sunday, June 10, 1951","""Up!""",US Economy
"Monday, June 11, 1951","""What Is So Rare As A Day In June?""",Congress
"Tuesday, June 12, 1951","""What Is So Rare As A Day In June?""",Truman Administration
"Wednesday, June 13, 1951",The Thinker,Korean War
"Thursday, June 14, 1951","""Quiet -- He's Still Contemplating""",Congress
"Friday, June 15, 1951","""Eh? Oh, Yes -- Very Pretty""",Congress
"Sunday, June 17, 1951","""You Go Along With That Idea?""",Republican Party
"Monday, June 18, 1951","""Pardon Me But Your House Is On Fire""",Truman Administration
"Tuesday, June 19, 1951","""Les Vieux Soldats Nevair Die""",France
"Wednesday, June 20, 1951",All Quiet Along The Potomac,"Truman, Harry S."
"Thursday, June 21, 1951","""Who's The Suspicious-Looking Character Over There?""",Congress
"Friday, June 22, 1951",Rollback,Congress
"Sunday, June 24, 1951","""Oh, Peachy!""",Congress
"Sunday, June 24, 1951","""All We're Giving Him Is Just That Little Switch""",Congress
"Monday, June 25, 1951",The Sound of Drums,World Stability
"Tuesday, June 26, 1951","""Anyhow We're Still Getting Good News On This Front""",Cold War
"Tuesday, June 26, 1951","""Want To Investigate Something Real Spooky?""",Congress
"Wednesday, June 27, 1951",The Great Oriental Disappearing Act,Taiwan
"Thursday, June 28, 1951",Obstetrical Ward,United Nations
"Friday, June 29, 1951","""Let's Keep An Eye On The Job, Bub""",Congress
"Sunday, July 1, 1951","""Well, I'm With The Majority, Ain't I?""",Senate
"Monday, July 2, 1951","""He Never Knew What Hit Him""",Congress
"Tuesday, July 3, 1951","""Good Heavens! What A Frightening Creature!""",Senate
"Wednesday, July 4, 1951","""He Put Up A Tough Fight But I Got Him Under Control""",Congress
"Thursday, July 5, 1951","""I Sure Hope We Don't Lose That Oil In Iran""",Congress
"Friday, July 6, 1951","""Whee! Maybe The War In Korea Will Be Ended!""",Congress
"Sunday, July 8, 1951",The Reluctant Dragon-Hunters,Congress
"Monday, July 9, 1951","""Looks Great!""",Congress
"Tuesday, July 10, 1951","""I Hear We Might Get To Volunteer To Go Home""",Korean War
"Wednesday, July 11, 1951","""You Don't Realize How Hard I'm Working""",Congress
"Thursday, July 12, 1951",In Case Of Attack I'll Make An Unusually Shrill Speech',Congress
"Friday, July 13, 1951",[Untitled],Abadan Crisis
"Sunday, July 15, 1951","""How Do I Know You're A Good Security Risk?""",Congress
"Monday, July 16, 1951","""Hit Him Again -- He's Still Breathing""",Congress
"Tuesday, July 17, 1951","""We Mustn't Offend Them -- They're Very Influential""",Truman Administration
"Wednesday, July 18, 1951",The Picture Turned Toward The Wall,Truman Administration
"Thursday, July 19, 1951","""What Would You Charge To Let Me Protect You?""",Truman Administration
"Friday, July 20, 1951","""Any Quota On Slaughtering Consumers?""",Congress
"Friday, July 20, 1951","""Twist My Arm""",Congress
"Sunday, July 22, 1951","""Do You Swear To Preserve, Protect, And Defend The Government Of Chiang Kai-Shek?""",Truman Administration
"Tuesday, July 24, 1951","""The War In Korea Was Useless""",United Nations
"Wednesday, July 25, 1951",Everything In Its Little Cubbyhole,Congress
"Thursday, July 26, 1951","""There Ain't A Good 100% Spaniard In The Lot""",Congress
"Friday, July 27, 1951","""I Can't Bear To Look""",Congress
"Friday, July 27, 1951","""It's Awful, And Besides I Wanted To Do It Myself""",Korean War
"Sunday, July 29, 1951","""But We Can Make A Lot Of Noise So Much Cheaper""",Truman Administration
"Monday, July 30, 1951","""Don't Bother Me -- I've Got Smaller Fish To Fry""",Congress
"Tuesday, July 31, 1951","""After All, You're Only People""",Congress
"Wednesday, August 1, 1951","""No Use Taking Any Chances These Days""",Congress
"Thursday, August 2, 1951","""You Wanted Controls, Didn't You?""",Congress
"Friday, August 3, 1951","""I Get Around""",World Stability
"Sunday, August 5, 1951",Argentine Political Convention,Argentina
"Monday, August 6, 1951","""When You Use This Up I'll Give You Some More Gas""",Congress
"Tuesday, August 7, 1951","""All Right, Comrade Wise-Guy, Let's Go""",Soviet Union
"Wednesday, August 8, 1951","""That Odor Around Here Isn't Coming From West Point""",Senate
"Thursday, August 9, 1951","""Let Me Know If It Raises Its Head Anywhere""",Spain
"Friday, August 10, 1951","""Ike!""","Presidential Election, 1952"
"Sunday, August 12, 1951","""Don't Let It Go To Your Head, Junior""",Soviet Union
"Monday, August 13, 1951","""Say, What Ever Happened To 'Freedom-From-Fear'?""",Congress
"Tuesday, August 14, 1951","""Whaddaya Want, A Palace?""",Congress
"Wednesday, August 15, 1951","""Now To Cut Down On Those Damn Democracies""",Senate
"Thursday, August 16, 1951",Daddy's Little Helper,World Stability
"Friday, August 17, 1951","""Anyhow We're Giving The Country A Great Example Of How To Hide""",Congress
"Sunday, August 19, 1951","""Feel Free To Write Whatever You Want""",Truman Administration
"Monday, August 20, 1951","""Beat It -- I Said I Don't Need Any Light""",Congress
"Tuesday, August 21, 1951","""Maybe We'd Better Start Thinking About A Dam Here""",Congress
"Wednesday, August 22, 1951","""I'm Taking A Little Pre-Election Poll Of My Own""","Presidential Election, 1952"
"Thursday, August 23, 1951","""Don't Be Alarmed. We'll Just Sink The Bottom Part""",Congress
"Friday, August 24, 1951","""We Bow To The Popular Will""",Argentina
"Friday, August 24, 1951","""Look -- How About If It's Shot From Guns?""",Congress
"Monday, August 27, 1951","""I Was Standing Right Here When They Bombed It""",Korean War
"Tuesday, August 28, 1951","""It's A Crime How Those Big City Machines Operate""",Congress
"Tuesday, August 28, 1951","""It's Not Perfect But It's The Only World We've Got""",India
"Wednesday, August 29, 1951","""I'll Be Glad To Lend You My Sickle""",Congress
"Thursday, August 30, 1951","""Pleasant Dreams""","Presidential Election, 1952"
"Friday, August 31, 1951","""Stop That! McCarthy Will Demand Space For A Reply""",McCarthyism
"Monday, September 3, 1951","""Okay -- What Do We Build Next?""",Truman Administration
"Tuesday, September 4, 1951","""I'm In The Fourth Grade, Third Shift, Second Layer""",Schools
"Wednesday, September 5, 1951","""Impostor!""",Korean War
"Thursday, September 6, 1951","""And Keep Up With Your Regular Work, Of Course""",Congress
"Friday, September 7, 1951","""And The Days Dwindle Down To A Precious Few, September ... November ...""",Congress
"Sunday, September 9, 1951","""I Never Catch Up!""",Cold War
"Monday, September 10, 1951","""How Are We Fixed For Jet-Propelled Ideas?""",Cold War
"Tuesday, September 11, 1951","""How Long Have You Been With Us Now, Mr. Gromyko?""",Soviet Union
"Wednesday, September 12, 1951","""You Say There's Something Wrong With It, Eh?""",Senate
"Thursday, September 13, 1951","""There's Something About A Solider --""",Congress
"Friday, September 14, 1951","""You Really Think So, Huh?""",World Stability
"Sunday, September 16, 1951","""I Also Do Trick Shots""",US Economy
"Monday, September 17, 1951","""You Know How Fast Money Goes These Days""",Taiwan
"Tuesday, September 18, 1951","""I Haven't Agreed Not To Run Out On Anybody""",NATO
"Wednesday, September 19, 1951","""Wait A Minute. There's Something For You To Do, Too""",Senate
"Thursday, September 20, 1951","""Well, Goodness -- We Can't Investigate Everybody!""",Congress
"Friday, September 21, 1951","""Good Heavens -- What If We Should Win!""",Great Britain
"Sunday, September 23, 1951","""Wait -- That's Our Story For Next Week!""",Korean War
"Monday, September 24, 1951","""Just Big Enough To Drive A Few Trucks Through""",Congress
"Tuesday, September 25, 1951","""Always Happy To Take The Word Of A Lady""",Senate
"Wednesday, September 26, 1951","""Your Slips Are Showing, Dearie""",Corruption
"Thursday, September 27, 1951","""Okay -- I'm Mystified""",Truman Administration
"Friday, September 28, 1951","""Let's See, Now -- $15,000 Plus --""",Congress
"Sunday, September 30, 1951","""Let You In On A Secret. There's A Connection Here""",Congress
"Monday, October 1, 1951","""Help! I'm Being Followed""","McCarthy, Joseph"
"Tuesday, October 2, 1951","""When Do We Head South?""",Civil Rights
"Wednesday, October 3, 1951","""... It's A Long, High Fly To Center Field, And ...""",United Nations
"Thursday, October 4, 1951","""Double Or Nothing""",Korean War
"Friday, October 5, 1951","""Can It Be That Such A Lovely Girl Is Lonely?""",Cold War
"Sunday, October 7, 1951","""Anybody Care About Influence On Me?""",Congress
"Monday, October 8, 1951",Observation Post,Cold War
"Tuesday, October 9, 1951",Guided Missives,Cold War
"Wednesday, October 10, 1951","""What This Outfit Needs Is A Guy Like Eisenhower""","Presidential Election, 1952"
"Thursday, October 11, 1951","""Don't Go Away, Mister. I Really Need The Publicity""",Senate
"Friday, October 12, 1951","""A Sensational Announcement, Folks! --""","Presidential Election, 1952"
